Device Name,Device ID,Positioning Type,Speed,Alert Starting Time,Alert Ending Time,Alert Duration,Alert Type,Coordinates,SUMMARY,Source_File,Speed_kmh,Duration_seconds,Hour,DayOfWeek,Longitude,Latitude
KDV 176A - Probox,2.91079E+11,GPS,76 km/h,5/5/2026 2:29,5/5/2026 2:31,2 min 1 s,High-Speed Warning,37.187499/-1.286294,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,76,121,2,Tuesday,37.187499,-1.286294
KDS 789W - Fuso,2.91072E+11,GPS,71 km/h,5/8/2026 11:27,5/8/2026 11:30,2 min 13 s,High-Speed Warning,36.209272/-1.104865,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,71,133,11,Friday,36.209272,-1.104865
KDS 789W - Fuso,2.91072E+11,GPS,70 km/h,5/6/2026 11:07,5/6/2026 11:09,2 min 13 s,High-Speed Warning,34.740733/0.130832,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,70,133,11,Wednesday,34.740733,0.130832
KDP 967Z - Probox,2.91072E+11,GPS,90 km/h,5/6/2026 18:00,5/6/2026 18:02,2 min 15 s,High-Speed Warning,37.093477/-0.980918,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,90,135,18,Wednesday,37.093477,-0.980918
KDP 967Z - Probox,2.91072E+11,GPS,91 km/h,5/9/2026 5:47,5/9/2026 5:49,2 min 16 s,High-Speed Warning,37.052107/-1.066141,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,91,136,5,Saturday,37.052107,-1.066141
KDP 967Z - Probox,2.91072E+11,GPS,92 km/h,5/9/2026 2:24,5/9/2026 2:26,2 min 16 s,High-Speed Warning,36.96029/-1.154821,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,92,136,2,Saturday,36.96029,-1.154821
KDV 176A - Probox,2.91079E+11,GPS,79 km/h,5/10/2026 16:23,5/10/2026 16:25,2 min 16 s,High-Speed Warning,37.091833/-1.471837,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,79,136,16,Sunday,37.091833,-1.471837
KDS 789W - Fuso,2.91072E+11,GPS,71 km/h,5/8/2026 9:20,5/8/2026 9:22,2 min 17 s,High-Speed Warning,35.676188/-1.020691,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,71,137,9,Friday,35.676188,-1.020691
KDP 967Z - Probox,2.91072E+11,GPS,92 km/h,5/9/2026 5:55,5/9/2026 5:57,2 min 18 s,High-Speed Warning,36.977812/-1.131909,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,92,138,5,Saturday,36.977812,-1.131909
KDP 967Z - Probox,2.91072E+11,GPS,90 km/h,5/6/2026 7:43,5/6/2026 7:45,2 min 19 s,High-Speed Warning,37.171646/-0.929759,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,90,139,7,Wednesday,37.171646,-0.929759
KDP 967Z - Probox,2.91072E+11,GPS,90 km/h,5/6/2026 8:57,5/6/2026 9:00,2 min 22 s,High-Speed Warning,37.237458/-0.861549,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,90,142,8,Wednesday,37.237458,-0.861549
KDS 789W - Fuso,2.91072E+11,GPS,70 km/h,5/8/2026 12:17,5/8/2026 12:19,2 min 23 s,High-Speed Warning,36.497524/-1.011682,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,70,143,12,Friday,36.497524,-1.011682
KDS 789W - Fuso,2.91072E+11,GPS,84 km/h,5/8/2026 11:24,5/8/2026 11:26,2 min 23 s,Overspeed Alert(84 km/h),36.170821/-1.098954,Valid,KDS 789W - 04.05.2026-10.05.2026.xlsx,84,143,11,Friday,36.170821,-1.098954
KDV 176A - Probox,2.91079E+11,GPS,76 km/h,5/5/2026 2:26,5/5/2026 2:28,2 min 23 s,High-Speed Warning,37.151202/-1.280178,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,76,143,2,Tuesday,37.151202,-1.280178
KDS 789W - Fuso,2.91072E+11,GPS,70 km/h,5/6/2026 12:30,5/6/2026 12:32,2 min 24 s,High-Speed Warning,34.750817/0.257056,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,70,144,12,Wednesday,34.750817,0.257056
KDS 789W - Fuso,2.91072E+11,GPS,70 km/h,5/8/2026 10:53,5/8/2026 10:55,2 min 27 s,High-Speed Warning,35.933373/-1.093657,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,70,147,10,Friday,35.933373,-1.093657
KDP 967Z - Probox,2.91072E+11,GPS,91 km/h,5/6/2026 7:17,5/6/2026 7:19,2 min 28 s,High-Speed Warning,36.959718/-1.156611,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,91,148,7,Wednesday,36.959718,-1.156611
KDS 789W - Fuso,2.91072E+11,GPS,70 km/h,5/8/2026 10:57,5/8/2026 10:59,2 min 28 s,High-Speed Warning,35.970414/-1.10455,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,70,148,10,Friday,35.970414,-1.10455
KDS 789W - Fuso,2.91072E+11,GPS,71 km/h,5/5/2026 7:27,5/5/2026 7:29,2 min 3 s,High-Speed Warning,35.17323/-0.657351,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,71,123,7,Tuesday,35.17323,-0.657351
KDP 967Z - Probox,2.91072E+11,GPS,97 km/h,5/6/2026 15:58,5/6/2026 16:01,2 min 33 s,High-Speed Warning,37.193202/-0.922115,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,97,153,15,Wednesday,37.193202,-0.922115
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/8/2026 12:34,5/8/2026 12:37,2 min 37 s,High-Speed Warning,37.097679/-1.50996,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,157,12,Friday,37.097679,-1.50996
KDP 967Z - Probox,2.91072E+11,GPS,90 km/h,5/6/2026 7:26,5/6/2026 7:29,2 min 43 s,High-Speed Warning,37.045531/-1.076705,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,90,163,7,Wednesday,37.045531,-1.076705
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,68 km/h,5/4/2026 16:39,5/4/2026 16:42,2 min 46 s,Seatbelt Detection,36.247004/-1.106084,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,68,166,16,Monday,36.247004,-1.106084
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/4/2026 0:23,5/4/2026 0:25,2 min 5 s,High-Speed Warning,36.937951/-1.391502,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,125,0,Monday,36.937951,-1.391502
KDV 176A - Probox,2.91079E+11,GPS,58 km/h,5/6/2026 16:34,5/6/2026 16:36,2 min 50 s,Seatbelt Detection,36.882371/-1.276802,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,58,170,16,Wednesday,36.882371,-1.276802
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/5/2026 0:23,5/5/2026 0:25,2 min 51 s,High-Speed Warning,36.888779/-1.305394,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,171,0,Tuesday,36.888779,-1.305394
KDS 789W - Fuso,2.91072E+11,GPS,70 km/h,5/8/2026 11:43,5/8/2026 11:46,2 min 53 s,High-Speed Warning,36.343762/-1.043129,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,70,173,11,Friday,36.343762,-1.043129
KDS 789W - Fuso,2.91072E+11,GPS,71 km/h,5/8/2026 11:43,5/8/2026 11:46,2 min 54 s,High-Speed Warning,36.340091/-1.044407,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,71,174,11,Friday,36.340091,-1.044407
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/10/2026 11:31,5/10/2026 11:33,2 min 6 s,High-Speed Warning,36.918507/-1.370731,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,126,11,Sunday,36.918507,-1.370731
KDS 789W - Fuso,2.91072E+11,GPS,72 km/h,5/8/2026 11:34,5/8/2026 11:37,2 min 7 s,High-Speed Warning,36.27648/-1.097749,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,72,127,11,Friday,36.27648,-1.097749
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/10/2026 14:47,5/10/2026 14:50,2 min 7 s,High-Speed Warning,36.918966/-1.37111,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,127,14,Sunday,36.918966,-1.37111
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,63 km/h,5/4/2026 18:25,5/4/2026 18:25,2 s,Seatbelt Detection,36.714808/-1.304784,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,63,2,18,Monday,36.714808,-1.304784
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,36 km/h,5/4/2026 17:45,5/4/2026 17:45,2 s,Seatbelt Detection,36.605355/-1.088724,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,36,2,17,Monday,36.605355,-1.088724
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,45 km/h,5/4/2026 17:28,5/4/2026 17:28,2 s,Seatbelt Detection,36.601121/-0.997534,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,45,2,17,Monday,36.601121,-0.997534
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,65 km/h,5/4/2026 14:09,5/4/2026 14:09,2 s,Seatbelt Detection,35.732967/-1.048957,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,65,2,14,Monday,35.732967,-1.048957
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,65 km/h,5/4/2026 13:58,5/4/2026 13:58,2 s,Seatbelt Detection,35.639997/-1.009022,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,65,2,13,Monday,35.639997,-1.009022
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,35 km/h,5/4/2026 12:45,5/4/2026 12:45,2 s,Seatbelt Detection,35.432428/-0.956954,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,35,2,12,Monday,35.432428,-0.956954
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,38 km/h,5/4/2026 8:57,5/4/2026 8:57,2 s,Seatbelt Detection,34.911141/-0.759027,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,38,2,8,Monday,34.911141,-0.759027
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,33 km/h,5/4/2026 8:50,5/4/2026 8:50,2 s,Seatbelt Detection,34.86679/-0.744492,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,33,2,8,Monday,34.86679,-0.744492
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,43 km/h,5/4/2026 8:10,5/4/2026 8:10,2 s,Seatbelt Detection,34.725198/-0.658102,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,43,2,8,Monday,34.725198,-0.658102
KCV 947X - Probox,2.91073E+11,GPS,95 km/h,5/9/2026 20:33,5/9/2026 20:33,2 s,High-Speed Warning,36.849763/-1.258093,Within Limit,KCV 947X - 04.05.2026-10.05.2026.xlsx,95,2,20,Saturday,36.849763,-1.258093
KCV 947X - Probox,2.91073E+11,GPS,95 km/h,5/9/2026 12:08,5/9/2026 12:08,2 s,High-Speed Warning,36.694733/-1.255621,Within Limit,KCV 947X - 04.05.2026-10.05.2026.xlsx,95,2,12,Saturday,36.694733,-1.255621
KCV 947X - Probox,2.91073E+11,GPS,95 km/h,5/9/2026 12:07,5/9/2026 12:07,2 s,High-Speed Warning,36.677241/-1.243001,Within Limit,KCV 947X - 04.05.2026-10.05.2026.xlsx,95,2,12,Saturday,36.677241,-1.243001
KCV 947X - Probox,2.91073E+11,GPS,96 km/h,5/8/2026 16:12,5/8/2026 16:12,2 s,High-Speed Warning,36.85595/-1.833135,Within Limit,KCV 947X - 04.05.2026-10.05.2026.xlsx,96,2,16,Friday,36.85595,-1.833135
KCV 947X - Probox,2.91073E+11,GPS,95 km/h,5/7/2026 21:08,5/7/2026 21:08,2 s,High-Speed Warning,36.853345/-1.831235,Within Limit,KCV 947X - 04.05.2026-10.05.2026.xlsx,95,2,21,Thursday,36.853345,-1.831235
KCV 947X - Probox,2.91073E+11,GPS,95 km/h,5/6/2026 19:24,5/6/2026 19:24,2 s,High-Speed Warning,36.664864/-1.2464,Within Limit,KCV 947X - 04.05.2026-10.05.2026.xlsx,95,2,19,Wednesday,36.664864,-1.2464
KCV 947X - Probox,2.91073E+11,GPS,52 km/h,5/5/2026 14:41,5/5/2026 14:41,2 s,Seatbelt Detection,36.671554/-1.264245,Invalid,KCV 947X - 04.05.2026-10.05.2026.xlsx,52,2,14,Tuesday,36.671554,-1.264245
KCZ 474B - Toyota Probox,2.91072E+11,GPS,90 km/h,5/9/2026 19:17,5/9/2026 19:17,2 s,High-Speed Warning,34.260239/0.077002,Within limit,KCZ 474B - 04.05.2026-10.05.2026.xlsx,90,2,19,Saturday,34.260239,0.077002
KCZ 474B - Toyota Probox,2.91072E+11,GPS,90 km/h,5/8/2026 19:00,5/8/2026 19:00,2 s,High-Speed Warning,34.745497/-0.017943,Within limit,KCZ 474B - 04.05.2026-10.05.2026.xlsx,90,2,19,Friday,34.745497,-0.017943
KCZ 474B - Toyota Probox,2.91072E+11,GPS,90 km/h,5/8/2026 18:40,5/8/2026 18:40,2 s,High-Speed Warning,34.743903/0.138337,Within limit,KCZ 474B - 04.05.2026-10.05.2026.xlsx,90,2,18,Friday,34.743903,0.138337
KCZ 474B - Toyota Probox,2.91072E+11,GPS,90 km/h,5/7/2026 1:08,5/7/2026 1:08,2 s,High-Speed Warning,34.775665/-0.06938,Within limit,KCZ 474B - 04.05.2026-10.05.2026.xlsx,90,2,1,Thursday,34.775665,-0.06938
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,68 km/h,5/6/2026 14:04,5/6/2026 14:04,2 s,Seatbelt Detection,34.802141/-1.296819,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,68,2,14,Wednesday,34.802141,-1.296819
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,58 km/h,5/6/2026 12:17,5/6/2026 12:17,2 s,Fatigue Warning,34.780013/-0.721389,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,58,2,12,Wednesday,34.780013,-0.721389
KDP 967Z - Probox,2.91072E+11,GPS,90 km/h,5/9/2026 20:52,5/9/2026 20:52,2 s,High-Speed Warning,37.128871/-0.886589,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,90,2,20,Saturday,37.128871,-0.886589
KDP 967Z - Probox,2.91072E+11,GPS,90 km/h,5/9/2026 17:30,5/9/2026 17:30,2 s,High-Speed Warning,37.055788/-1.056149,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,90,2,17,Saturday,37.055788,-1.056149
KDP 967Z - Probox,2.91072E+11,GPS,91 km/h,5/6/2026 18:07,5/6/2026 18:07,2 s,High-Speed Warning,37.054199/-1.061371,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,91,2,18,Wednesday,37.054199,-1.061371
KDP 967Z - Probox,2.91072E+11,GPS,79 km/h,5/5/2026 9:45,5/5/2026 9:45,2 s,Seatbelt Detection,36.873818/-1.234284,Invalid,KDP 967Z -  04.05.2026-10.05.2026.xlsx,79,2,9,Tuesday,36.873818,-1.234284
KDS 789W - Fuso,2.91072E+11,GPS,70 km/h,5/8/2026 12:08,5/8/2026 12:08,2 s,High-Speed Warning,36.42374/-1.033299,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,70,2,12,Friday,36.42374,-1.033299
KDS 789W - Fuso,2.91072E+11,GPS,71 km/h,5/8/2026 11:27,5/8/2026 11:27,2 s,High-Speed Warning,36.204986/-1.104971,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,71,2,11,Friday,36.204986,-1.104971
KDS 789W - Fuso,2.91072E+11,GPS,71 km/h,5/8/2026 11:07,5/8/2026 11:07,2 s,High-Speed Warning,36.039471/-1.104179,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,71,2,11,Friday,36.039471,-1.104179
KDS 789W - Fuso,2.91072E+11,GPS,70 km/h,5/8/2026 11:01,5/8/2026 11:01,2 s,High-Speed Warning,36.000329/-1.119842,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,70,2,11,Friday,36.000329,-1.119842
KDS 789W - Fuso,2.91072E+11,GPS,70 km/h,5/8/2026 9:30,5/8/2026 9:30,2 s,High-Speed Warning,35.757496/-1.067543,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,70,2,9,Friday,35.757496,-1.067543
KDS 789W - Fuso,2.91072E+11,GPS,70 km/h,5/8/2026 9:29,5/8/2026 9:29,2 s,High-Speed Warning,35.754701/-1.066193,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,70,2,9,Friday,35.754701,-1.066193
KDS 789W - Fuso,2.91072E+11,GPS,70 km/h,5/8/2026 7:48,5/8/2026 7:48,2 s,High-Speed Warning,35.407408/-0.899363,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,70,2,7,Friday,35.407408,-0.899363
KDS 789W - Fuso,2.91072E+11,GPS,70 km/h,5/8/2026 7:48,5/8/2026 7:48,2 s,High-Speed Warning,35.406593/-0.89801,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,70,2,7,Friday,35.406593,-0.89801
KDS 789W - Fuso,2.91072E+11,GPS,70 km/h,5/8/2026 7:47,5/8/2026 7:47,2 s,High-Speed Warning,35.402438/-0.892899,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,70,2,7,Friday,35.402438,-0.892899
KDS 789W - Fuso,2.91072E+11,GPS,70 km/h,5/7/2026 16:56,5/7/2026 16:57,2 s,High-Speed Warning,35.423757/-0.797123,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,70,2,16,Thursday,35.423757,-0.797123
KDS 789W - Fuso,2.91072E+11,GPS,71 km/h,5/7/2026 15:26,5/7/2026 15:26,2 s,High-Speed Warning,35.345352/-0.722084,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,71,2,15,Thursday,35.345352,-0.722084
KDS 789W - Fuso,2.91072E+11,GPS,70 km/h,5/7/2026 13:29,5/7/2026 13:29,2 s,High-Speed Warning,35.209406/-0.444574,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,70,2,13,Thursday,35.209406,-0.444574
KDS 789W - Fuso,2.91072E+11,GPS,70 km/h,5/7/2026 13:19,5/7/2026 13:19,2 s,High-Speed Warning,35.246529/-0.382915,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,70,2,13,Thursday,35.246529,-0.382915
KDS 789W - Fuso,2.91072E+11,GPS,70 km/h,5/5/2026 16:10,5/5/2026 16:10,2 s,High-Speed Warning,34.965177/-0.258219,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,70,2,16,Tuesday,34.965177,-0.258219
KDS 789W - Fuso,2.91072E+11,GPS,70 km/h,5/5/2026 15:12,5/5/2026 15:12,2 s,High-Speed Warning,35.006365/-0.318011,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,70,2,15,Tuesday,35.006365,-0.318011
KDS 789W - Fuso,2.91072E+11,GPS,70 km/h,5/5/2026 6:55,5/5/2026 6:55,2 s,High-Speed Warning,35.246945/-0.766913,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,70,2,6,Tuesday,35.246945,-0.766913
KDS 789W - Fuso,2.91072E+11,GPS,70 km/h,5/5/2026 1:35,5/5/2026 1:35,2 s,High-Speed Warning,36.282749/-1.095869,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,70,2,1,Tuesday,36.282749,-1.095869
KDV 176A - Probox,2.91079E+11,GPS,77 km/h,5/10/2026 19:05,5/10/2026 19:05,2 s,High-Speed Warning,36.963809/-1.28087,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,77,2,19,Sunday,36.963809,-1.28087
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/10/2026 16:44,5/10/2026 16:45,2 s,High-Speed Warning,37.212017/-1.439353,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,2,16,Sunday,37.212017,-1.439353
KDV 176A - Probox,2.91079E+11,GPS,76 km/h,5/10/2026 16:44,5/10/2026 16:44,2 s,High-Speed Warning,37.21149/-1.439154,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,76,2,16,Sunday,37.21149,-1.439154
KDV 176A - Probox,2.91079E+11,GPS,76 km/h,5/10/2026 11:23,5/10/2026 11:23,2 s,High-Speed Warning,36.895557/-1.316784,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,76,2,11,Sunday,36.895557,-1.316784
KDV 176A - Probox,2.91079E+11,GPS,49 km/h,5/8/2026 17:42,5/8/2026 17:42,2 s,Seatbelt Detection,37.15662/-1.533757,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,49,2,17,Friday,37.15662,-1.533757
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/8/2026 17:09,5/8/2026 17:09,2 s,High-Speed Warning,37.313654/-1.535877,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,2,17,Friday,37.313654,-1.535877
KDV 176A - Probox,2.91079E+11,GPS,72 km/h,5/8/2026 12:02,5/8/2026 12:02,2 s,High-Speed Warning,36.896439/-1.338657,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,72,2,12,Friday,36.896439,-1.338657
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/7/2026 17:41,5/7/2026 17:41,2 s,High-Speed Warning,36.950437/-1.41337,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,2,17,Thursday,36.950437,-1.41337
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/5/2026 13:05,5/5/2026 13:05,2 s,High-Speed Warning,36.900818/-1.325078,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,2,13,Tuesday,36.900818,-1.325078
KDV 176A - Probox,2.91079E+11,GPS,76 km/h,5/5/2026 12:25,5/5/2026 12:25,2 s,High-Speed Warning,37.165796/-1.282479,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,76,2,12,Tuesday,37.165796,-1.282479
KDV 176A - Probox,2.91079E+11,GPS,43 km/h,5/5/2026 4:09,5/5/2026 4:09,2 s,Seatbelt Detection,37.341787/-1.280229,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,43,2,4,Tuesday,37.341787,-1.280229
KDV 176A - Probox,2.91079E+11,GPS,76 km/h,5/5/2026 4:06,5/5/2026 4:06,2 s,High-Speed Warning,37.327588/-1.304787,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,76,2,4,Tuesday,37.327588,-1.304787
KDV 176A - Probox,2.91079E+11,GPS,72 km/h,5/4/2026 8:23,5/4/2026 8:23,2 s,High-Speed Warning,36.880935/-1.270788,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,72,2,8,Monday,36.880935,-1.270788
KDV 834X - Isuzu D/Max,2.91072E+11,GPS,95 km/h,5/5/2026 9:43,5/5/2026 9:43,2 s,High-Speed Warning,36.505664/-0.029872,Within limit,KDX 834X - 04.05.2026-10.05.2026.xlsx,95,2,9,Tuesday,36.505664,-0.029872
KDV 834X - Isuzu D/Max,2.91072E+11,GPS,38 km/h,5/4/2026 14:45,5/4/2026 14:45,2 s,Seatbelt Detection,35.933294/-0.244903,Invalid,KDX 834X - 04.05.2026-10.05.2026.xlsx,38,2,14,Monday,35.933294,-0.244903
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,39 km/h,5/10/2026 13:29,5/10/2026 13:30,20 s,Seatbelt Detection,34.950205/-0.438576,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,39,20,13,Sunday,34.950205,-0.438576
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,41 km/h,5/10/2026 11:10,5/10/2026 11:10,20 s,Seatbelt Detection,34.79468/-0.130632,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,41,20,11,Sunday,34.79468,-0.130632
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,63 km/h,5/4/2026 18:41,5/4/2026 18:41,20 s,Seatbelt Detection,36.847421/-1.327308,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,63,20,18,Monday,36.847421,-1.327308
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,66 km/h,5/4/2026 18:26,5/4/2026 18:27,20 s,Seatbelt Detection,36.721951/-1.306383,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,66,20,18,Monday,36.721951,-1.306383
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,67 km/h,5/4/2026 14:26,5/4/2026 14:26,20 s,Seatbelt Detection,35.826302/-1.093415,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,67,20,14,Monday,35.826302,-1.093415
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,69 km/h,5/4/2026 14:23,5/4/2026 14:24,20 s,Seatbelt Detection,35.80154/-1.079202,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,69,20,14,Monday,35.80154,-1.079202
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,67 km/h,5/4/2026 14:09,5/4/2026 14:10,20 s,Seatbelt Detection,35.735699/-1.050872,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,67,20,14,Monday,35.735699,-1.050872
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,65 km/h,5/4/2026 14:01,5/4/2026 14:02,20 s,Seatbelt Detection,35.669374/-1.019979,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,65,20,14,Monday,35.669374,-1.019979
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,61 km/h,5/4/2026 11:19,5/4/2026 11:19,20 s,Seatbelt Detection,35.269723/-0.775706,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,61,20,11,Monday,35.269723,-0.775706
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,62 km/h,5/4/2026 8:39,5/4/2026 8:39,20 s,Seatbelt Detection,34.817119/-0.70521,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,62,20,8,Monday,34.817119,-0.70521
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,70 km/h,5/6/2026 13:09,5/6/2026 13:09,20 s,Fatigue Warning,34.868016/-0.988479,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,70,20,13,Wednesday,34.868016,-0.988479
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,72 km/h,5/5/2026 22:18,5/5/2026 22:18,20 s,Fatigue Warning,34.586577/-0.823381,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,72,20,22,Tuesday,34.586577,-0.823381
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,30 km/h,5/5/2026 11:37,5/5/2026 11:37,20 s,Fatigue Warning,34.774894/-0.682053,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,30,20,11,Tuesday,34.774894,-0.682053
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,49 km/h,5/5/2026 5:57,5/5/2026 5:57,20 s,Fatigue Warning,34.494381/-0.502487,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,49,20,5,Tuesday,34.494381,-0.502487
KDP 967Z - Probox,2.91072E+11,GPS,90 km/h,5/9/2026 20:51,5/9/2026 20:52,20 s,High-Speed Warning,37.132293/-0.88293,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,90,20,20,Saturday,37.132293,-0.88293
